"TIME","TIME_LABEL","GEO","COICOP","UNIT","Value"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other edible oils","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other edible animal fats","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Fruit","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Citrus fruits (fresh, chilled or frozen)","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Bananas (fresh, chilled or frozen)","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Apples (fresh, chilled or frozen)","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Pears (fresh, chilled or frozen)","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Stone fruits (fresh, chilled or frozen)","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Berries (fresh, chilled or frozen)","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other fresh, chilled or frozen fruits","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Dried fruit and nuts","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Preserved fruit and fruit-based products","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Vegetables","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Leaf and stem vegetables (fresh, chilled or frozen)","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Cabbages (fresh or chilled)","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Vegetable grown for their fruit (fresh, chilled or frozen)","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Root crops, non-starchy bulbs and mushrooms (fresh, chilled or frozen)","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Dried vegetables","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other preserved or processed vegetables","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Potatoes","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other tubers and products of tuber vegetables","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Sugar, jam, honey, chocolate and confectionery","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Sugar","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Jams, marmalades and honey ","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Chocolate","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Confectionery products","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Edible ices and ice cream","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other sugar products","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Food products n.e.c.","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Sauces, condiments","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Salt, spices and culinary herbs","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other food products n.e.c.","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Baker's yeast, dessert preparations, soups","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Non-alcoholic beverages","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Coffee, tea and cocoa","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Coffee","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Tea","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Cocoa and powdered chocolate","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Mineral waters, soft drinks, fruit and vegetable juices","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Mineral or spring waters","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Soft drinks","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Fruit juices","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Vegetable juices","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Alcoholic beverages, tobacco and narcotics","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Alcoholic beverages","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Spirits","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Wine","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Beer","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Tobacco","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Tobacco","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Narcotics","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Narcotics","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Clothing and footwear","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Clothing","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Clothing materials","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Garments","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other articles of clothing and clothing accessories","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Cleaning, repair and hire of clothing","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Footwear","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Shoes and other footwear","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Repair and hire of footwear","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Housing, water, electricity, gas and other fuels","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Actual rentals for housing","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Actual rentals paid by tenants","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other actual rentals","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Imputed rentals for housing","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Imputed rentals of owner-occupiers","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other imputed rentals","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Maintenance and repair of the dwelling","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Materials for the maintenance and repair of the dwelling","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Services for the maintenance and repair of the dwelling","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Water supply and miscellaneous services relating to the dwelling","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Water supply","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Refuse collection","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Sewerage collection","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other services relating to the dwelling n.e.c.","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Electricity, gas and other fuels","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Electricity","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Gas","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Liquid fuels","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Solid fuels","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Heat energy","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Furnishings, household equipment and routine household maintenance","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Furniture and furnishings, carpets and other floor coverings","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Furniture and furnishings","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Carpets and other floor coverings","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Repair of furniture, furnishings and floor coverings","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Household textiles","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Household textiles","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Household appliances","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Major household appliances whether electric or not","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Small electric household appliances","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Repair of household appliances","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Glassware, tableware and household utensils","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Glassware, tableware and household utensils","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Tools and equipment for house and garden","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Major tools and equipment","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Small tools and miscellaneous accessories","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Goods and services for routine household maintenance","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Non-durable household goods","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Domestic services and household services","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Health","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Medical products, appliances and equipment","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Pharmaceutical products","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other medical products","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Therapeutic appliances and equipment","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Out-patient services","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Medical services","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Dental services","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Paramedical services","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Hospital services","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Hospital services","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Transport","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Purchase of vehicles","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Motor cars","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Motor cycles","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Bicycles","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Animal drawn vehicles","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Operation of personal transport equipment","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Spare parts and accessories for personal transport equipment","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Fuels and lubricants for personal transport equipment","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Maintenance and repair of personal transport equipment","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other services in respect of personal transport equipment","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Transport services","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Passenger transport by railway","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Passenger transport by road","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Passenger transport by air","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Passenger transport by sea and inland waterway","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Combined passenger transport","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other purchased transport services","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Communications","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Postal services","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Postal services","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Telephone and telefax equipment","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Telephone and telefax equipment","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Telephone and telefax services","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Telephone and telefax services","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Recreation and culture","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Audio-visual, photographic and information processing equipment","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Equipment for the reception, recording and reproduction of sound and picture","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Photographic and cinematographic equipment and optical instruments","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Information processing equipment","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Recording media","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Repair of audio-visual, photographic and information processing equipment","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other major durables for recreation and culture","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Major durables for outdoor recreation","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Musical instruments and major durables for indoor recreation","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Maintenance and repair of other major durables for recreation and culture","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other recreational items and equipment, gardens and pets","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Games, toys and hobbies","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Equipment for sport, camping and open-air recreation","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Gardens, plants and flowers","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Pets and related products","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Veterinary and other services for pets","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Recreational and cultural services","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Recreational and sporting services","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Cultural services","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Games of chance","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Newspapers, books and stationery","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Books","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Newspapers and periodicals","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Miscellaneous printed matter","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Stationery and drawing materials","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Package holidays","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Package holidays","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Education","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Pre-primary and primary education","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Pre-primary and primary education","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Secondary education","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Secondary education","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Post-secondary non-tertiary education","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Post-secondary non-tertiary education","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Tertiary education","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Tertiary education","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Education not definable by level","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Education not definable by level","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Restaurants and hotels","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Catering services","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Restaurants, cafés and the like","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Canteens","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Accommodation services","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Accommodation services ","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Miscellaneous goods and services","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Personal care","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Hairdressing salons and personal grooming establishments","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Electrical appliances for personal care","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other appliances, articles and products for personal care ","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Prostitution","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Prostitution","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Personal effects n.e.c.","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Jewellery, clocks and watches","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other personal effects","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Social protection","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Social protection ","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Insurance","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Insurance connected with the dwelling","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Insurance connected with health","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Insurance connected with transport","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other insurance","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Financial services n.e.c.","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other financial services n.e.c.","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other services n.e.c.","Per mille",":"
"2015","2015","European Economic Area (EU25 plus IS, LI, NO)","Other services n.e.c. ","Per mille",":"
"2015","2015","European Free Trade Association","Food and non-alcoholic beverages","Per mille",":"
"2015","2015","European Free Trade Association","Food","Per mille",":"
"2015","2015","European Free Trade Association","Bread and cereals","Per mille",":"
"2015","2015","European Free Trade Association","Rice","Per mille",":"
"2015","2015","European Free Trade Association","Bread","Per mille",":"
"2015","2015","European Free Trade Association","Other bakery products","Per mille",":"
"2015","2015","European Free Trade Association","Pasta products and couscous","Per mille",":"
"2015","2015","European Free Trade Association","Other cereal products","Per mille",":"
"2015","2015","European Free Trade Association","Meat","Per mille",":"
"2015","2015","European Free Trade Association","Beef and veal","Per mille",":"
"2015","2015","European Free Trade Association","Pork","Per mille",":"
"2015","2015","European Free Trade Association","Lamb and goat","Per mille",":"
"2015","2015","European Free Trade Association","Poultry","Per mille",":"
"2015","2015","European Free Trade Association","Dried, salted or smoked meat and edible meat offal","Per mille",":"
"2015","2015","European Free Trade Association","Other preserved or processed meat and meat preparations","Per mille",":"
"2015","2015","European Free Trade Association","Other fresh, chilled or frozen edible meat","Per mille",":"
"2015","2015","European Free Trade Association","Fish and seafood","Per mille",":"
"2015","2015","European Free Trade Association","Fresh, chilled or frozen fish","Per mille",":"
"2015","2015","European Free Trade Association","Fresh, chilled or frozen seafood","Per mille",":"
"2015","2015","European Free Trade Association","Dried, smoked or salted fish and seafood","Per mille",":"
"2015","2015","European Free Trade Association","Other preserved or processed fish and seafood and fish and seafood preparations","Per mille",":"
"2015","2015","European Free Trade Association","Milk, cheese and eggs","Per mille",":"
"2015","2015","European Free Trade Association","Whole milk","Per mille",":"
"2015","2015","European Free Trade Association","Low fat milk","Per mille",":"
"2015","2015","European Free Trade Association","Preserved milk","Per mille",":"
"2015","2015","European Free Trade Association","Yoghurt","Per mille",":"
"2015","2015","European Free Trade Association","Cheese and curd","Per mille",":"
"2015","2015","European Free Trade Association","Other milk products","Per mille",":"
"2015","2015","European Free Trade Association","Eggs","Per mille",":"
"2015","2015","European Free Trade Association","Oils and fats","Per mille",":"
"2015","2015","European Free Trade Association","Butter","Per mille",":"
"2015","2015","European Free Trade Association","Margarine and other vegetable fats","Per mille",":"
"2015","2015","European Free Trade Association","Olive oil","Per mille",":"
"2015","2015","European Free Trade Association","Other edible oils","Per mille",":"
"2015","2015","European Free Trade Association","Other edible animal fats","Per mille",":"
"2015","2015","European Free Trade Association","Fruit","Per mille",":"
"2015","2015","European Free Trade Association","Citrus fruits (fresh, chilled or frozen)","Per mille",":"
"2015","2015","European Free Trade Association","Bananas (fresh, chilled or frozen)","Per mille",":"
"2015","2015","European Free Trade Association","Apples (fresh, chilled or frozen)","Per mille",":"
"2015","2015","European Free Trade Association","Pears (fresh, chilled or frozen)","Per mille",":"
"2015","2015","European Free Trade Association","Stone fruits (fresh, chilled or frozen)","Per mille",":"
"2015","2015","European Free Trade Association","Berries (fresh, chilled or frozen)","Per mille",":"
"2015","2015","European Free Trade Association","Other fresh, chilled or frozen fruits","Per mille",":"
"2015","2015","European Free Trade Association","Dried fruit and nuts","Per mille",":"
"2015","2015","European Free Trade Association","Preserved fruit and fruit-based products","Per mille",":"
"2015","2015","European Free Trade Association","Vegetables","Per mille",":"
"2015","2015","European Free Trade Association","Leaf and stem vegetables (fresh, chilled or frozen)","Per mille",":"
"2015","2015","European Free Trade Association","Cabbages (fresh or chilled)","Per mille",":"
"2015","2015","European Free Trade Association","Vegetable grown for their fruit (fresh, chilled or frozen)","Per mille",":"
"2015","2015","European Free Trade Association","Root crops, non-starchy bulbs and mushrooms (fresh, chilled or frozen)","Per mille",":"
"2015","2015","European Free Trade Association","Dried vegetables","Per mille",":"
"2015","2015","European Free Trade Association","Other preserved or processed vegetables","Per mille",":"
"2015","2015","European Free Trade Association","Potatoes","Per mille",":"
"2015","2015","European Free Trade Association","Other tubers and products of tuber vegetables","Per mille",":"
"2015","2015","European Free Trade Association","Sugar, jam, honey, chocolate and confectionery","Per mille",":"
"2015","2015","European Free Trade Association","Sugar","Per mille",":"
"2015","2015","European Free Trade Association","Jams, marmalades and honey ","Per mille",":"
"2015","2015","European Free Trade Association","Chocolate","Per mille",":"
"2015","2015","European Free Trade Association","Confectionery products","Per mille",":"
"2015","2015","European Free Trade Association","Edible ices and ice cream","Per mille",":"
"2015","2015","European Free Trade Association","Other sugar products","Per mille",":"
"2015","2015","European Free Trade Association","Food products n.e.c.","Per mille",":"
"2015","2015","European Free Trade Association","Sauces, condiments","Per mille",":"
"2015","2015","European Free Trade Association","Salt, spices and culinary herbs","Per mille",":"
"2015","2015","European Free Trade Association","Other food products n.e.c.","Per mille",":"
"2015","2015","European Free Trade Association","Baker's yeast, dessert preparations, soups","Per mille",":"
"2015","2015","European Free Trade Association","Non-alcoholic beverages","Per mille",":"
"2015","2015","European Free Trade Association","Coffee, tea and cocoa","Per mille",":"
"2015","2015","European Free Trade Association","Coffee","Per mille",":"
"2015","2015","European Free Trade Association","Tea","Per mille",":"
"2015","2015","European Free Trade Association","Cocoa and powdered chocolate","Per mille",":"
"2015","2015","European Free Trade Association","Mineral waters, soft drinks, fruit and vegetable juices","Per mille",":"
"2015","2015","European Free Trade Association","Mineral or spring waters","Per mille",":"
"2015","2015","European Free Trade Association","Soft drinks","Per mille",":"
"2015","2015","European Free Trade Association","Fruit juices","Per mille",":"
"2015","2015","European Free Trade Association","Vegetable juices","Per mille",":"
"2015","2015","European Free Trade Association","Alcoholic beverages, tobacco and narcotics","Per mille",":"
"2015","2015","European Free Trade Association","Alcoholic beverages","Per mille",":"
"2015","2015","European Free Trade Association","Spirits","Per mille",":"
"2015","2015","European Free Trade Association","Wine","Per mille",":"
"2015","2015","European Free Trade Association","Beer","Per mille",":"
"2015","2015","European Free Trade Association","Tobacco","Per mille",":"
"2015","2015","European Free Trade Association","Tobacco","Per mille",":"
"2015","2015","European Free Trade Association","Narcotics","Per mille",":"
"2015","2015","European Free Trade Association","Narcotics","Per mille",":"
"2015","2015","European Free Trade Association","Clothing and footwear","Per mille",":"
"2015","2015","European Free Trade Association","Clothing","Per mille",":"
"2015","2015","European Free Trade Association","Clothing materials","Per mille",":"
"2015","2015","European Free Trade Association","Garments","Per mille",":"
"2015","2015","European Free Trade Association","Other articles of clothing and clothing accessories","Per mille",":"
"2015","2015","European Free Trade Association","Cleaning, repair and hire of clothing","Per mille",":"
"2015","2015","European Free Trade Association","Footwear","Per mille",":"
"2015","2015","European Free Trade Association","Shoes and other footwear","Per mille",":"
"2015","2015","European Free Trade Association","Repair and hire of footwear","Per mille",":"
"2015","2015","European Free Trade Association","Housing, water, electricity, gas and other fuels","Per mille",":"
"2015","2015","European Free Trade Association","Actual rentals for housing","Per mille",":"
"2015","2015","European Free Trade Association","Actual rentals paid by tenants","Per mille",":"
"2015","2015","European Free Trade Association","Other actual rentals","Per mille",":"
"2015","2015","European Free Trade Association","Imputed rentals for housing","Per mille",":"
"2015","2015","European Free Trade Association","Imputed rentals of owner-occupiers","Per mille",":"
"2015","2015","European Free Trade Association","Other imputed rentals","Per mille",":"
"2015","2015","European Free Trade Association","Maintenance and repair of the dwelling","Per mille",":"
"2015","2015","European Free Trade Association","Materials for the maintenance and repair of the dwelling","Per mille",":"
"2015","2015","European Free Trade Association","Services for the maintenance and repair of the dwelling","Per mille",":"
"2015","2015","European Free Trade Association","Water supply and miscellaneous services relating to the dwelling","Per mille",":"
"2015","2015","European Free Trade Association","Water supply","Per mille",":"
"2015","2015","European Free Trade Association","Refuse collection","Per mille",":"
"2015","2015","European Free Trade Association","Sewerage collection","Per mille",":"
"2015","2015","European Free Trade Association","Other services relating to the dwelling n.e.c.","Per mille",":"
"2015","2015","European Free Trade Association","Electricity, gas and other fuels","Per mille",":"
"2015","2015","European Free Trade Association","Electricity","Per mille",":"
"2015","2015","European Free Trade Association","Gas","Per mille",":"
"2015","2015","European Free Trade Association","Liquid fuels","Per mille",":"
"2015","2015","European Free Trade Association","Solid fuels","Per mille",":"
"2015","2015","European Free Trade Association","Heat energy","Per mille",":"
"2015","2015","European Free Trade Association","Furnishings, household equipment and routine household maintenance","Per mille",":"
